PK,AGE,GENDER,RACE,INCIDENTNEIGHBORHOOD,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION
1979220,25,M,B,Bedford Dwellings,6,3
1979221,35,M,B,Knoxville,3,5
1979222,36,M,B,Carrick,4,3
1979223,34,M,B,Homewood South,9,2
1979224,52,M,W,Central Business District,,
1979225,22,F,W,Chateau,1,1
1979226,23,M,W,Chateau,1,1
1979227,22,F,W,Brookline,4,5
1979228,25,F,B,Central Business District,6,6
1979229,35,M,W,Chartiers City,2,5
1979230,35,M,W,Mount Washington,3,5
1979231,52,M,B,Bluff,6,3
1979232,37,F,W,Central Business District,6,6
1979233,34,M,B,Mount Washington,3,5
1979234,25,M,B,Sheraden,2,5
1979235,21,M,B,Crafton Heights,2,5
1979236,20,M,W,Crafton Heights,2,5
1979237,51,M,W,Knoxville,3,5
1979238,58,M,B,East Liberty,9,2
1979239,28,M,B,Crawford-Roberts,6,3
1979240,21,F,W,Central Lawrenceville,7,2
1979241,21,M,B,Middle Hill,6,3
1979242,33,M,W,Central Business District,6,6
1979243,20,M,B,East Liberty,9,2
1979244,43,F,W,Central Business District,6,6
1979245,40,M,B,East Liberty,9,2
1979246,41,M,B,Allegheny Center,1,1
1979247,47,M,B,Middle Hill,6,3
1979255,29,M,B,Beltzhoover,3,5
1979256,42,M,W,Fineview,1,1
1979257,31,F,W,East Allegheny,1,1
1979258,55,M,B,East Allegheny,1,1
1979259,28,M,B,Point Breeze North,9,3
1979260,40,M,B,Hazelwood,5,3
1979261,53,M,W,Bloomfield,7,2
1979262,30,M,W,Brookline,4,5
1979263,43,M,B,Crawford-Roberts,6,3
1979264,21,M,B,Middle Hill,6,3
1979265,51,M,B,,,
1979266,21,M,B,Oakwood,2,5
1979267,36,M,W,Brookline,4,5
1979268,35,M,W,South Side Flats,6,6
1979269,18,M,B,Middle Hill,6,3
1979270,32,M,B,Crawford-Roberts,6,3
1979271,32,M,B,Crawford-Roberts,6,3
1979272,19,M,B,Garfield,9,2
1979273,30,M,B,Crawford-Roberts,6,3
1979274,36,F,B,Crawford-Roberts,6,3
1979275,18,M,B,Crawford-Roberts,6,3
1979276,24,M,B,South Side Flats,3,3
1979277,22,M,W,Central Oakland,3,3
1979278,21,M,W,Central Oakland,3,3
1979279,36,M,B,Middle Hill,6,3
1979280,31,M,W,Duquesne Heights,2,5
1979281,20,M,B,Mount Washington,2,5
1979282,31,M,W,Morningside,7,2
1979283,31,M,W,Morningside,7,2
1979284,52,M,B,Perry North,1,1
1979285,31,F,B,Central North Side,6,1
1979286,32,F,W,Strip District,7,6
1979287,41,M,B,Lincoln-Lemington-Belmar,9,2
1979288,17,M,B,,,
1979289,17,M,B,Central Business District,6,6
1979290,14,M,B,,,
1979291,13,M,B,,,
1979292,10,M,U,,,
1979293,32,F,B,Beltzhoover,3,5
1979294,15,M,B,Perry North,1,1
1979295,44,F,W,Larimer,9,2
1979296,12,M,B,East Allegheny,1,1
1979297,14,M,B,Squirrel Hill South,5,3
1979298,34,F,W,Fineview,6,1
1979299,14,M,U,Homewood North,9,2
1979300,26,F,W,Spring Hill-City View,1,1
1979301,12,F,B,Allegheny Center,1,1
1979302,33,M,W,South Side Flats,3,3
1979303,20,M,B,Sheraden,2,5
1979304,17,M,B,,,
1979305,25,M,B,Crafton Heights,2,5
1979306,22,M,B,Garfield,9,2
1979307,61,F,W,South Side Slopes,3,3
1979308,24,M,B,Allentown,3,5
1979309,23,M,B,Arlington,3,3
1979310,25,F,W,Beechview,4,5
1979311,27,M,B,Beechview,4,5
1979312,28,M,W,Central Business District,6,6
1979313,21,M,W,East Liberty,8,2
1979314,21,M,W,East Liberty,8,2
1979315,29,M,B,West Oakland,6,3
1979316,34,M,B,East Hills,9,2
1979317,43,M,B,Greenfield,5,3
1979335,30,M,W,South Side Slopes,3,3
1979336,69,M,W,Brookline,4,5
1979337,27,F,B,Outside County,,
1979338,30,M,W,Bloomfield,7,2
1979339,60,M,B,South Side Flats,3,3
1979340,18,M,B,Knoxville,3,5
1979341,37,M,W,Westwood,2,5
1979342,23,M,B,Upper Hill,6,3
1979343,28,M,B,Central Business District,6,6
1979344,48,F,W,Knoxville,3,5
1979345,30,M,B,Terrace Village,6,3
1979346,29,M,W,,,
1979347,25,M,B,Outside County,,
1979348,35,F,B,Bloomfield,7,2
1979349,41,M,W,Crawford-Roberts,6,3
1979350,47,F,W,Central Business District,6,6
1979351,38,F,B,Beechview,4,5
1979352,52,M,B,Central Business District,6,6
1979353,18,F,B,Knoxville,,
1979354,30,M,B,Hazelwood,5,3
1979355,29,M,W,Mount Washington,2,5
1979356,30,M,B,East Liberty,9,2
1979357,25,M,B,South Side Flats,,
1979358,22,M,B,South Side Flats,,
1979359,17,M,B,South Side Flats,,
1979360,22,M,B,South Side Flats,,
1979361,61,M,B,Crawford-Roberts,6,3
1979362,31,M,W,Carrick,4,5
1979363,45,M,B,South Side Flats,3,3
1979364,28,M,W,Banksville,2,5
1979365,25,M,W,,,
1979366,34,F,W,Polish Hill,7,6
1979367,60,F,W,East Allegheny,1,1
1979368,49,M,W,South Side Flats,3,3
1979369,35,M,W,South Side Flats,3,3
1979370,23,M,W,South Side Flats,3,3
1979371,35,F,W,Central North Side,1,1
1979372,27,F,W,South Side Flats,3,3
1979375,38,M,W,South Side Flats,2,5
1979376,33,M,B,South Side Flats,3,3
1979377,25,F,B,South Side Flats,3,3
1979378,23,M,B,South Side Flats,3,3
1979379,17,M,B,East Hills,9,2
1979380,19,M,B,East Hills,9,2
1979381,31,F,W,Fineview,6,1
1979382,55,M,W,Lincoln Place,5,3
1979383,32,M,W,Marshall-Shadeland,1,1
1979384,55,M,B,Friendship,9,2
1979385,20,F,W,Marshall-Shadeland,1,1
1979386,31,M,B,Mount Washington,2,5
1979387,26,F,B,Northview Heights,1,1
1979388,30,M,H,Summer Hill,1,1
1979389,29,F,U,Carrick,4,5
1979390,27,M,B,Middle Hill,6,3
1979391,28,M,W,Bluff,6,6
1979392,43,M,U,Allentown,3,5
1979393,25,M,W,East Liberty,9,2
1979395,57,F,B,California-Kirkbride,6,1
1979396,31,F,B,East Hills,9,2
1979397,29,M,B,East Allegheny,1,1
1979398,50,M,W,Squirrel Hill North,8,3
1979399,33,F,W,Bloomfield,7,2
1979400,33,M,W,Perry South,6,1
1979401,18,F,B,Outside City,,
1979402,25,M,B,Spring Hill-City View,1,1
1979415,25,M,W,North Shore,1,1
1979416,21,F,W,South Side Flats,3,3
1979417,49,M,U,Central Business District,6,6
1979418,20,M,B,Homewood North,9,2
1979419,42,F,W,,,
1979420,47,M,B,Central Lawrenceville,7,2
1979421,26,F,B,Lower Lawrenceville,7,2
1979422,31,M,W,Beechview,4,5
1979423,34,M,B,South Side Slopes,3,3
1979424,58,M,B,Mount Washington,3,5
1979425,36,M,B,Knoxville,3,5
1979426,63,M,O,Homewood South,4,5
1979427,22,M,W,West Oakland,6,3
1979428,32,M,W,Squirrel Hill South,5,3
1979429,27,M,B,Point Breeze North,8,3
1979430,60,M,A,Chateau,6,6
1979431,25,M,W,,,
1979432,29,F,W,South Side Flats,3,3
1979433,32,M,W,Brookline,4,5
1979434,27,F,B,Shadyside,7,2
1979435,35,M,W,Chateau,6,1
1979436,26,F,W,Crafton Heights,2,5
1979437,27,F,B,East Allegheny,1,1
1979438,18,M,B,Central Oakland,3,3
1979439,51,M,B,Morningside,7,2
1979440,25,M,W,,,
1979441,25,M,B,Sheraden,2,5
1979442,24,M,B,Outside County,,
1979443,34,M,H,Bloomfield,7,2
1979455,48,M,B,South Oakland,3,3
1979456,20,M,B,East Hills,9,2
1979457,21,M,B,Brookline,4,5
1979458,24,F,B,Brookline,4,5
1979459,62,M,B,Hazelwood,5,3
1979460,25,M,B,Highland Park,9,2
1979461,28,M,B,Knoxville,,
1979462,42,M,W,Beechview,4,5
1979463,41,F,W,Fineview,6,1
1979464,26,F,B,Fineview,6,1
1979465,30,M,B,Stanton Heights,7,2
1979466,54,M,B,Crawford-Roberts,6,3
1979467,34,M,W,,,
1979468,21,M,W,Lincoln Place,5,3
1979469,28,M,B,,,
1979470,33,M,W,Carrick,4,3
1979471,41,M,B,Allegheny Center,1,1
1979472,29,F,B,Central Business District,3,3
1979473,24,M,B,Homewood South,9,2
1979474,18,M,B,Lincoln-Lemington-Belmar,9,2
1979475,29,M,B,Strip District,7,6
1979476,30,M,W,East Allegheny,1,1
1979477,30,M,W,East Allegheny,1,1
1979478,27,M,B,East Allegheny,1,1
1979479,39,M,B,Garfield,9,2
1979480,47,M,B,Garfield,9,2
1979481,22,M,B,Mount Washington,3,5
1979482,59,M,W,Bon Air,2,5
1979483,28,M,B,Knoxville,3,5
1979484,18,M,B,,,
1979485,19,M,B,Homewood North,9,2
1979486,30,F,B,Homewood South,9,2
1979487,27,M,W,East Allegheny,1,1
1979488,55,M,W,Morningside,7,2
1979489,40,M,W,Carrick,4,3
1979490,39,M,W,Allegheny Center,1,1
1979491,17,M,B,Hazelwood,5,3
1979492,24,M,W,Allegheny Center,1,1
1979493,23,M,B,Crawford-Roberts,6,3
1979494,30,M,B,East Allegheny,1,1
1979495,31,M,B,Bedford Dwellings,6,3
1979515,23,M,U,South Side Flats,3,3
1979516,25,F,O,South Side Flats,3,3
1979517,26,F,B,Homewood South,9,2
1979518,36,M,B,Homewood South,9,2
1979519,33,M,W,Allegheny Center,1,1
1979520,53,M,B,Central Oakland,3,3
1979521,47,M,W,Brookline,4,5
1979522,44,M,B,Homewood North,9,2
1979523,63,M,W,Sheraden,2,5
1979524,29,M,B,East Hills,9,2
1979525,34,M,W,,,
1979526,35,M,W,North Shore,1,6
1979527,34,M,W,Central Business District,6,6
1979528,26,M,B,Homewood North,9,2
1979529,26,M,B,Homewood North,9,2
1979530,22,M,B,South Side Flats,3,3
1979531,24,M,W,Elliott,2,5
1979532,24,M,B,East Allegheny,1,1
1979533,25,M,B,Lower Lawrenceville,7,6
1979534,26,F,B,Lower Lawrenceville,7,6
1979535,21,M,W,North Shore,1,1
1979536,58,M,B,Central Business District,6,6
1979537,43,M,B,West Oakland,6,3
1979538,49,F,W,Central North Side,1,1
1979539,82,M,W,Brighton Heights,1,1
1979540,29,M,B,,,
1979541,46,F,B,Bluff,6,3
1979542,18,M,B,Sheraden,2,5
1979543,18,M,B,Crawford-Roberts,6,3
1979544,25,M,W,West Oakland,6,3
1979545,37,F,W,South Side Slopes,,
1979546,18,M,B,Point Breeze North,9,3
1979547,30,M,W,South Side Slopes,3,3
1979548,51,M,B,Central Oakland,3,3
1979549,30,M,B,Homewood West,9,2
1979555,45,F,B,Lincoln-Lemington-Belmar,9,2
1979556,24,M,W,Central Business District,6,6
1979557,45,M,W,Homewood South,9,2
1979558,54,M,W,Allegheny Center,1,1
1979559,31,M,B,Beltzhoover,3,5
1979560,45,M,W,Beechview,4,5
1979561,41,F,B,Homewood South,9,2
1979562,34,M,W,Fineview,,
1979563,20,M,B,Homewood South,9,2
1979564,39,F,W,Marshall-Shadeland,1,1
1979565,30,M,B,Elliott,2,5
1979566,23,F,B,Bluff,6,3
1979567,25,M,W,Fineview,6,1
1979568,31,F,B,Lincoln-Lemington-Belmar,9,2
1979569,39,M,B,Homewood South,9,2
1979570,47,M,W,Duquesne Heights,2,5
1979571,27,M,B,Homewood South,9,2
1979572,18,M,B,Allegheny Center,1,1
1979573,47,F,W,Central Business District,6,6
1979574,38,F,W,East Liberty,8,2
1979575,21,M,B,,,
1979576,32,F,B,Strip District,7,6
1979577,23,F,W,South Side Flats,3,3
1979578,31,F,W,South Side Flats,3,3
1979579,39,F,B,Hazelwood,5,3
1979580,31,M,W,East Liberty,9,2
1979581,23,M,B,Crawford-Roberts,6,3
1979582,30,M,B,South Side Flats,3,3
1979583,56,M,W,South Oakland,3,3
1979595,34,F,W,Brookline,4,5
1979596,0,M,W,South Side Flats,3,3
1979597,51,M,W,South Side Flats,3,3
1979598,23,M,B,Upper Hill,6,3
1979599,41,M,W,Westwood,2,5
1979600,27,F,W,Sheraden,2,5
1979601,25,F,B,West End,2,5
1979602,25,M,B,East Liberty,9,2
1979603,18,M,B,Sheraden,2,5
1979604,52,M,W,South Side Flats,3,3
1979605,42,M,W,Outside City,,
1979606,19,M,W,Hazelwood,5,3
1979607,28,M,W,Westwood,2,5
1979608,26,M,B,Hazelwood,5,3
1979609,22,M,B,Knoxville,3,5
1979610,18,F,B,Homewood North,9,2
1979611,24,M,W,Central Business District,6,6
1979612,63,M,W,South Shore,2,5
1979615,36,F,W,Homewood South,9,2
1979616,24,M,B,East Allegheny,1,1
1979617,44,F,B,Homewood South,9,2
1979618,47,M,W,Central Lawrenceville,7,2
1979619,25,M,W,East Allegheny,1,1
1979620,62,F,W,Banksville,2,5
1979621,52,M,B,,,
1979622,38,F,W,Crawford-Roberts,6,3
1979623,56,F,B,Crawford-Roberts,6,3
1979624,48,M,B,Crawford-Roberts,6,3
1979625,36,F,W,Bloomfield,7,2
1979626,42,M,B,East Liberty,9,2
1979627,19,M,B,East Liberty,9,2
1979628,28,M,H,East Allegheny,1,1
1979629,54,M,B,West Oakland,3,3
1979630,33,M,B,West Oakland,3,3
1979631,25,M,W,Garfield,9,2
1979632,16,M,B,Central Business District,6,6
1979633,17,M,B,Central Oakland,3,3
1979634,17,M,B,Central Oakland,3,3
1979635,17,M,B,Bluff,9,2
1979636,13,M,W,Greenfield,5,3
1979637,12,M,B,Marshall-Shadeland,6,1
1979638,16,F,B,Marshall-Shadeland,6,1
1979639,13,M,O,Crafton Heights,2,5
1979640,11,F,B,Crafton Heights,2,5
1979641,11,F,B,Sheraden,2,5
1979642,18,F,B,Allegheny Center,1,1
1979643,13,M,W,Mount Washington,3,5
1979644,16,M,B,,,
1979645,17,M,O,Carrick,4,3
1979646,0,M,B,Mount Oliver,3,3
1979647,16,M,H,Carrick,4,3
1979648,18,M,B,Carrick,4,3
1979649,13,M,B,Sheraden,2,5
1979650,14,M,O,Crafton Heights,2,5
1979651,16,M,B,Carrick,4,3
1979652,17,M,B,Carrick,4,3
1979653,16,M,B,Carrick,4,3
1979654,14,F,B,Homewood West,9,2
1979655,15,F,W,Carrick,4,3
1979656,16,M,U,Homewood West,9,2
1979657,16,F,B,Homewood West,9,2
1979658,11,M,B,Marshall-Shadeland,6,1
1979659,53,M,W,Central Business District,6,6
1979660,57,M,W,South Shore,,
1979661,16,M,B,Carrick,4,3
1979662,29,M,W,Knoxville,,
1979663,56,M,B,Bluff,6,3
1979664,47,M,B,Bluff,6,3
1979665,56,M,B,Bluff,6,3
1979666,26,F,W,Brookline,4,5
1979667,18,M,B,Larimer,9,2
1979668,19,M,B,Larimer,9,2
1979669,18,M,B,Larimer,9,2
1979670,33,M,W,Spring Hill-City View,1,1
1979671,32,M,W,Brookline,4,5
1979672,32,F,W,Beechview,4,5
1979673,21,M,W,Fineview,1,1
1979674,28,M,W,Brookline,4,5
1979675,35,M,B,Point Breeze North,9,2
1979676,27,M,W,Banksville,2,5
1979677,27,M,B,Homewood North,9,2
1979678,25,M,W,East Allegheny,1,1
1979679,52,M,B,Manchester,6,1
1979680,19,M,B,Spring Hill-City View,1,1
1979681,30,M,B,Allentown,3,5
1979682,31,M,W,Beechview,4,5
1979683,55,M,W,Central Lawrenceville,7,2
1979684,52,M,W,Central Lawrenceville,7,2
1979685,31,M,W,Spring Garden,1,1
1979686,37,M,W,South Side Flats,3,3
1979687,26,F,B,Carrick,4,3
1979688,24,M,W,Brookline,4,5
1979689,34,M,B,Bloomfield,7,2
1979695,52,M,W,Sheraden,2,5
1979715,63,M,W,Brookline,4,5
1979716,32,F,W,Banksville,2,5
1979717,35,F,B,Point Breeze,8,3
1979718,29,M,W,Arlington,3,3
1979719,29,M,B,Beechview,4,5
1979720,37,F,W,Brighton Heights,1,1
1979721,28,M,W,East Allegheny,1,1
1979722,19,M,B,West End,2,5
1979735,31,M,W,Brighton Heights,1,1
1979736,33,F,B,Lincoln-Lemington-Belmar,9,2
1979737,34,M,B,Homewood South,9,2
1979738,24,F,B,West Oakland,3,3
1979739,23,F,B,West Oakland,3,3
1979740,36,F,B,Lincoln-Lemington-Belmar,9,2
1979741,20,F,B,Knoxville,,
1979742,29,M,W,Carrick,4,3
1979743,28,M,B,Middle Hill,6,3
1979744,49,M,B,Middle Hill,6,3
1979745,31,F,B,Brighton Heights,1,1
1979746,33,M,W,Elliott,2,5
1979747,32,F,B,West End,2,5
1979748,20,M,B,Garfield,9,2
1979749,15,M,B,South Oakland,3,3
1979750,41,M,B,Bloomfield,7,2
1979751,26,F,W,Sheraden,2,5
1979752,48,M,B,Brookline,4,5
1979753,61,M,W,Beechview,4,5
1979754,33,M,W,South Side Flats,3,3
1979755,47,M,B,Central North Side,6,1
1979756,29,F,B,Sheraden,2,5
1979757,60,M,W,Marshall-Shadeland,1,1
1979758,30,M,B,Central Business District,6,6
1979759,58,M,B,Fineview,6,1
1979760,26,M,W,Northview Heights,1,1
1979761,28,F,B,Brighton Heights,1,1
1979762,53,M,B,,,
1979763,38,M,B,West End,2,5
1979764,34,F,W,Central North Side,1,1
1979765,55,M,W,Troy Hill,1,1
1979766,35,M,W,Spring Hill-City View,1,1
1979767,25,M,W,Brookline,4,5
1979768,18,M,B,East Liberty,9,2
1979769,25,M,B,Hazelwood,5,3
1979770,34,M,B,Lincoln-Lemington-Belmar,9,2
1979771,44,M,B,Larimer,9,2
1979772,47,M,B,South Side Flats,3,3
1979773,25,M,W,Overbrook,4,5
1979774,26,F,B,Sheraden,2,5
1979775,61,M,B,Central Business District,6,6
1979776,31,M,W,Lower Lawrenceville,7,2
1979777,49,M,W,Brookline,4,5
1979778,23,M,B,Crawford-Roberts,2,5
1979779,51,M,B,Terrace Village,6,3
1979780,23,M,W,Central Business District,6,6
1979781,34,F,W,North Shore,1,1
1979782,36,M,W,Hays,,
1979783,43,M,W,Hays,,
1979784,31,M,B,Hays,,
1979795,21,M,B,Homewood South,9,2
1979796,27,M,B,Homewood South,9,2
1979797,24,M,B,Homewood South,9,2
1979798,32,M,B,Bloomfield,7,2
1979799,31,F,W,Bloomfield,7,2
1979800,33,F,W,Central Business District,6,6
1979801,20,M,W,East Allegheny,1,1
1979802,33,M,W,Allegheny Center,1,1
1979803,46,M,W,Central Business District,6,6
1979804,17,M,B,Marshall-Shadeland,1,1
1979805,13,M,B,East Liberty,9,2
1979806,15,M,B,East Liberty,9,2
1979807,16,M,B,East Liberty,9,2
1979808,16,M,B,East Liberty,8,2
1979809,11,F,B,Marshall-Shadeland,6,1
1979810,12,M,B,Sheraden,2,5
1979811,14,M,W,Brighton Heights,1,1
1979812,15,M,B,,,
1979813,16,F,O,Squirrel Hill South,5,3
1979814,16,M,B,Larimer,9,2
1979815,26,M,B,East Allegheny,1,1
1979816,15,M,B,East Liberty,8,2
1979817,13,M,B,East Liberty,8,2
1979818,18,M,B,East Liberty,8,2
1979819,26,M,W,Sheraden,2,5
1979820,33,M,O,Garfield,9,2
1979821,61,M,B,Hazelwood,5,3
1979822,28,F,B,East Allegheny,1,1
1979823,28,M,B,Homewood North,9,2
1979824,26,M,B,Sheraden,2,5
1979825,26,M,B,Allentown,3,5
1979826,27,M,W,Marshall-Shadeland,1,1
1979827,51,M,W,Squirrel Hill North,8,3
1979828,40,M,O,South Side Slopes,3,3
1979829,24,M,B,Crawford-Roberts,6,3
1979830,37,M,W,East Allegheny,1,1
1979831,47,M,W,Bon Air,4,5
1979832,32,F,W,Bon Air,4,5
1979833,28,F,W,Chateau,6,1
1979834,28,M,B,Perry South,6,1
1979835,30,M,B,Perry South,6,1
1979836,37,M,W,Central Business District,,
1979837,21,M,B,Crawford-Roberts,6,3
1979838,41,M,B,East Liberty,9,2
1979839,31,M,B,East Allegheny,1,1
1979840,57,F,B,East Allegheny,1,1
1979841,69,M,W,Greenfield,5,3
1979842,42,M,B,East Allegheny,1,1
1979843,56,M,B,Lincoln-Lemington-Belmar,9,2
1979844,22,F,W,Perry South,6,1
1979845,34,M,W,Hazelwood,5,3
1979846,19,M,B,Central Business District,6,6
1979847,20,M,B,Central Business District,6,6
1979848,33,F,W,East Allegheny,1,1
1979849,37,M,B,Windgap,2,5
1979850,36,M,B,Windgap,2,5
1979851,18,M,B,Middle Hill,6,3
1979852,19,M,B,Allentown,3,5
1979853,24,M,B,Sheraden,2,5
1979855,25,M,W,Brookline,4,5
1979856,34,M,W,East Allegheny,1,1
1979857,49,M,B,Crawford-Roberts,6,3
1979858,45,M,W,Morningside,7,2
1979859,36,M,W,Central Business District,6,6
1979860,33,F,W,Larimer,9,2
1979861,31,M,B,East Liberty,9,2
1979862,23,F,B,,,
1979863,40,F,W,Central Business District,6,6
1979864,24,F,B,East Hills,9,2
1979865,23,F,B,East Hills,9,2
1979866,32,F,W,Overbrook,4,5
1979867,40,F,B,Arlington Heights,3,3
1979868,28,F,B,Upper Lawrenceville,7,2
1979869,25,M,W,Brookline,4,5
1979870,32,M,B,Bluff,6,3
1979871,26,M,B,Carrick,4,3
1979872,20,F,B,Carrick,4,3
1979873,39,M,W,South Oakland,3,3
1979874,25,M,W,Fineview,6,1
1979875,20,M,B,Homewood South,9,2
1979876,59,F,W,Homewood South,9,2
1979877,49,F,B,Point Breeze,9,3
1979878,40,F,B,Carrick,4,3
1979879,23,M,B,Central Business District,6,6
1979880,30,F,B,Homewood South,9,2
1979881,36,M,B,Carrick,4,3
1979882,56,M,B,Allentown,3,5
1979895,22,M,W,Spring Hill-City View,1,1
1979896,29,M,O,Brookline,4,5
1979897,24,M,B,Shadyside,8,3
1979898,39,M,B,North Oakland,8,3
1979899,30,F,B,South Side Flats,3,3
1979900,34,M,W,Central Lawrenceville,7,2
1979901,36,M,B,,,
1979915,25,F,B,,,
1979916,21,M,W,South Side Flats,3,3
1979917,29,F,W,Mount Washington,2,5
1979918,26,F,B,Chateau,6,1
1979919,36,M,B,South Side Flats,3,3
1979920,29,F,W,South Shore,2,5
1979921,26,M,B,Central North Side,1,1
1979922,22,F,B,South Side Flats,3,3
1979923,25,F,B,Shadyside,8,2
1979924,24,M,W,South Side Flats,3,3
1979925,23,F,W,Central Business District,6,6
1979926,46,F,B,Crawford-Roberts,6,3
1979927,26,M,B,Mount Washington,2,5
1979935,32,M,W,Carrick,4,3
1979936,29,M,W,Carrick,4,3
1979937,28,F,W,Carrick,4,3
1979938,42,M,A,Central Business District,6,6
1979939,20,M,B,Central Lawrenceville,7,2
1979940,35,M,W,Elliott,2,5
1979941,21,F,W,South Side Flats,3,3
1979942,18,M,B,Carrick,4,3
1979943,21,M,W,,,
1979944,31,M,B,Bluff,6,3
1979945,38,F,W,Hays,5,3
1979946,19,M,B,East Hills,9,2
1979947,34,M,B,South Side Flats,3,3
1979948,,M,B,East Liberty,8,2
1979949,27,F,B,Crawford-Roberts,6,3
1979950,28,M,W,Troy Hill,1,1
1979951,42,M,B,Fineview,6,1
1979952,22,M,B,Fineview,6,1
1979953,53,M,B,Bloomfield,7,2
1979954,45,F,W,North Shore,1,1
1979955,38,M,W,Squirrel Hill South,5,3
1979956,30,M,B,East Hills,9,2
1979957,28,M,B,Friendship,9,2
1979958,57,M,B,Central Business District,7,6
1979959,57,M,B,Central Business District,7,6
1979960,32,F,W,Brookline,4,5
1979961,30,M,W,North Shore,1,6
1979962,26,M,B,Bedford Dwellings,6,3
1979963,29,M,B,Beltzhoover,3,5
1979964,26,M,W,Shadyside,8,2
1979965,24,M,W,Elliott,2,5
1979967,30,M,W,Elliott,2,5
1979968,35,M,B,,,
1979969,23,M,B,Crafton Heights,2,5
1979970,45,M,B,East Allegheny,1,1
1979971,27,F,W,Central Business District,6,6
1979972,32,M,W,Homewood North,9,2
1979973,38,F,B,Northview Heights,1,1
1979974,43,M,B,,,
1979975,25,M,B,Knoxville,3,5
1979976,29,M,B,Mount Washington,4,5
1979977,36,M,B,Middle Hill,6,3
1979978,29,M,B,,,
1979979,57,M,B,Allegheny Center,1,1
1979980,57,M,B,Allegheny Center,1,1
1979981,57,M,B,Allegheny Center,1,1
1979982,57,M,B,Allegheny Center,1,1
1979983,54,M,B,Carrick,4,3
1979984,29,M,W,Bloomfield,7,2
1979985,39,M,B,Brookline,4,5
1979986,31,M,B,Central Business District,6,6
1979987,34,M,B,Elliott,2,5
1979988,42,M,W,South Side Flats,3,3
1979989,20,M,B,Homewood South,9,2
1979995,23,M,B,North Oakland,9,2
1979996,25,M,B,South Side Flats,3,3
1979997,39,F,B,Elliott,2,5
1979998,25,M,B,Hazelwood,5,3
1979999,20,M,B,East Allegheny,1,1
1980000,45,F,W,East Allegheny,1,1
1980001,25,M,W,South Side Slopes,3,5
1980002,23,M,W,Shadyside,8,2
1980003,19,F,B,Manchester,6,1
1980004,49,M,B,Mount Washington,3,5
1980005,48,M,W,,,
1980006,43,M,B,Homewood South,9,2
1980007,41,M,B,Allegheny Center,1,1
1980008,29,F,W,East Allegheny,1,1
1980009,54,M,W,Larimer,9,2
1980010,20,M,B,Sheraden,2,5
1980011,35,F,B,Knoxville,3,5
1980012,19,M,B,South Side Flats,3,3
1980013,25,M,B,South Side Flats,3,3
1980014,31,M,B,Hazelwood,5,3
1980015,46,M,B,Allegheny Center,1,1
1980016,23,M,B,Hazelwood,5,3
1980017,26,M,W,North Shore,1,1
1980018,23,M,W,Brookline,4,5
1980019,21,M,W,Central Business District,6,6
1980020,32,M,B,Sheraden,2,5
1980021,57,M,B,Central Business District,3,3
1980022,25,M,W,South Side Flats,3,3
1980023,57,M,B,Central Business District,3,3
1980024,57,M,B,Central Business District,3,3
1980025,48,F,B,Central Business District,6,6
1980026,26,M,B,Beechview,4,5
1980027,36,M,W,Bluff,6,6
1980028,21,M,B,Hazelwood,5,3
1980029,36,M,W,Banksville,2,5
1980030,52,M,W,Central Business District,4,3
1980031,25,M,B,Spring Hill-City View,1,1
1980032,50,F,W,North Shore,1,1
1980033,34,M,W,Beechview,4,5
1980034,25,M,W,South Side Flats,3,3
1980035,25,M,B,Larimer,9,2
1980036,51,M,W,Mount Washington,2,5
1980037,24,M,B,Hazelwood,5,3
1980038,26,M,W,Mount Washington,2,5
1980039,33,M,B,Homewood North,9,2
1980040,61,M,B,Chartiers City,2,5
1980041,19,F,B,Perry South,6,1
1980042,18,M,B,,,
1980043,40,M,W,Central Business District,6,6
1980044,28,M,B,Central North Side,6,1
1980045,21,F,B,Crafton Heights,2,5
1980046,22,M,B,Crafton Heights,2,5
